CODIGO,ESTACION,COORD_ESTE,COORD_NORTE,MUNICIPIO,ENTIDAD,ALTURA,CATEGORIA,CUENCA,PARAMETRO,VARIABLE ,SENSOR,FECHA,NIVEL_DE_MIRA_MAXIMA_DIARIA H_m,MAXIMA_ALTURA_MENSUAL _DEL_NIVEL_DE_MIRA_MAXIMO_DIARIO H_m,PROMEDIO_DE_ALTURA_MENSUAL_DEL_NIVEL_DE_MIRA_MAXIMO_DIARIO H_m ,MINIMA_ALTURA_MENSUAL_DEL_NIVEL_DE_MIRA_MAXIMO_DIARIO H_m ,MAXIMA_ALTURA_ANUAL_DEL_NIVEL_DE_MIRA_MAXIMO_MENSUAL H_m ,NIVEL_DE_MIRA_PROMEDIO_DIARIO H_m,MAXIMO_ABSOLUTO_MENSUAL_DEL_NIVEL_DE_MIRA_PROMEDIO_DIARIO H_m,DIA_MAXIMO_ABSOLUTO_MENSUAL_DEL_NIVEL_DE_MIRA_PROMEDIO_DIARIO H_m,MINIMO_ABSOLUTO_MENSUAL_DEL_NIVEL_DE_MIRA_PROMEDIO_DIARIO H_m,DIA_MINIMO_ABSOLUTO_MENSUAL_DEL_NIVEL_DE_MIRA_PROMEDIO_DIARIO H_m,MEDIA_MENSUAL_DEL_NIVEL_DE_MIRA_PROMEDIO_DIARIO H_m,MAXIMA_ALTURA_ANUAL_DEL_NIVEL_DE_MIRA_MAXIMO_ABSOLUTO_MENSUALH_m ,PROMEDIO_ALTURA_ANUAL_DEL_NIVEL_DE_MIRA_DE_LA_MEDIA_MENSUAL H_m,MINIMA_ALTURA_ANUAL_DEL_NIVEL_DE_MIRA_MINIMO_ABSOLUTO_MENSUAL H_m ,NIVEL_DE_MIRA_MINIMO_DIARIA H_m,MAXIMA_ALTURA_MENSUAL_DEL_NIVEL_DE_MIRA_MINIMO_DIARIO H_m ,PROMEDIO_DE_ALTURA_MENSUAL_DEL_NIVEL_DE_MIRA_MINIMO_DIARIO H_m ,MINIMA_ALTURA_MENSUAL_DEL_NIVEL_DE_MIRA_MINIMO_DIARIO H_m ,MAXIMA_ALTURA_ANUAL_DEL_NIVEL_DE_MIRA_MAXIMO_MENSUAL H_m 
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,11/08/2017,0.68,0.86,0.69,0.64,1.2,0.66,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.66,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,12/08/2017,0.86,0.86,0.69,0.64,1.2,0.66,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.66,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,13/08/2017,0.82,0.86,0.69,0.64,1.2,0.68,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.67,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,14/08/2017,0.67,0.86,0.69,0.64,1.2,0.67,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.67,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,15/08/2017,0.67,0.86,0.69,0.64,1.2,0.66,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.64,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,16/08/2017,0.64,0.86,0.69,0.64,1.2,0.64,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.64,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,17/08/2017,0.64,0.86,0.69,0.64,1.2,0.64,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.64,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,18/08/2017,0.73,0.86,0.69,0.64,1.2,0.67,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.64,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,19/08/2017,0.68,0.86,0.69,0.64,1.2,0.66,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.65,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,20/08/2017,0.75,0.86,0.69,0.64,1.2,0.67,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.65,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,21/08/2017,0.75,0.86,0.69,0.64,1.2,0.68,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.66,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,22/08/2017,0.67,0.86,0.69,0.64,1.2,0.66,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.66,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,23/08/2017,0.68,0.86,0.69,0.64,1.2,0.66,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.65,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,24/08/2017,0.68,0.86,0.69,0.64,1.2,0.65,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.64,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,25/08/2017,0.65,0.86,0.69,0.64,1.2,0.65,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.64,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,26/08/2017,0.65,0.86,0.69,0.64,1.2,0.65,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.64,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,27/08/2017,0.72,0.86,0.69,0.64,1.2,0.67,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.64,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,28/08/2017,0.66,0.86,0.69,0.64,1.2,0.66,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.65,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,29/08/2017,0.65,0.86,0.69,0.64,1.2,0.65,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.65,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,30/08/2017,0.73,0.86,0.69,0.64,1.2,0.69,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.65,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,31/08/2017,0.67,0.86,0.69,0.64,1.2,0.66,0.86,12,0.64,15,0.66,1.2,0.73,0.56,0.64,0.67,0.65,0.64,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,1/09/2017,0.65,1.03,0.8,0.64,1.2,0.65,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.64,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,2/09/2017,0.65,1.03,0.8,0.64,1.2,0.64,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.63,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,3/09/2017,0.64,1.03,0.8,0.64,1.2,0.64,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.64,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,4/09/2017,0.64,1.03,0.8,0.64,1.2,0.64,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.63,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,5/09/2017,0.73,1.03,0.8,0.64,1.2,0.64,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.63,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,6/09/2017,0.81,1.03,0.8,0.64,1.2,0.71,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.64,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,7/09/2017,0.83,1.03,0.8,0.64,1.2,0.75,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.69,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,8/09/2017,0.91,1.03,0.8,0.64,1.2,0.73,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.68,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,9/09/2017,0.84,1.03,0.8,0.64,1.2,0.74,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.7,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,10/09/2017,0.84,1.03,0.8,0.64,1.2,0.74,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.7,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,11/09/2017,0.72,1.03,0.8,0.64,1.2,0.7,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.68,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,12/09/2017,0.68,1.03,0.8,0.64,1.2,0.68,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.67,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,13/09/2017,0.85,1.03,0.8,0.64,1.2,0.72,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.67,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,14/09/2017,0.72,1.03,0.8,0.64,1.2,0.7,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.69,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,15/09/2017,0.91,1.03,0.8,0.64,1.2,0.76,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.69,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,16/09/2017,0.86,1.03,0.8,0.64,1.2,0.76,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.72,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,17/09/2017,0.89,1.03,0.8,0.64,1.2,0.78,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.74,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,18/09/2017,0.76,1.03,0.8,0.64,1.2,0.73,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.72,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,19/09/2017,0.75,1.03,0.8,0.64,1.2,0.72,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.7,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,20/09/2017,0.71,1.03,0.8,0.64,1.2,0.7,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.7,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,21/09/2017,0.7,1.03,0.8,0.64,1.2,0.7,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.69,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,22/09/2017,0.7,1.03,0.8,0.64,1.2,0.69,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.67,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,23/09/2017,1.03,1.03,0.8,0.64,1.2,0.72,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.68,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,24/09/2017,1.02,1.03,0.8,0.64,1.2,0.82,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.73,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,25/09/2017,1.01,1.03,0.8,0.64,1.2,0.82,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.7,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,26/09/2017,0.77,1.03,0.8,0.64,1.2,0.75,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.73,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,27/09/2017,0.74,1.03,0.8,0.64,1.2,0.73,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.72,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,28/09/2017,0.92,1.03,0.8,0.64,1.2,0.78,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.72,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,29/09/2017,0.87,1.03,0.8,0.64,1.2,0.76,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.73,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,30/09/2017,0.87,1.03,0.8,0.64,1.2,0.81,1.03,23,0.63,2,0.72,1.2,0.73,0.56,0.75,0.75,0.69,0.63,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,1/10/2017,0.81,1.16,0.79,0.6,1.2,0.76,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.72,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,2/10/2017,0.74,1.16,0.79,0.6,1.2,0.71,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.69,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,3/10/2017,0.7,1.16,0.79,0.6,1.2,0.69,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.68,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,4/10/2017,1.08,1.16,0.79,0.6,1.2,0.75,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.69,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,5/10/2017,1.06,1.16,0.79,0.6,1.2,0.83,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.74,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,6/10/2017,0.75,1.16,0.79,0.6,1.2,0.73,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.71,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,7/10/2017,0.72,1.16,0.79,0.6,1.2,0.71,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.7,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,8/10/2017,1,1.16,0.79,0.6,1.2,0.73,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.69,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,9/10/2017,0.83,1.16,0.79,0.6,1.2,0.73,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.69,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,10/10/2017,0.77,1.16,0.79,0.6,1.2,0.71,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.69,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,11/10/2017,0.7,1.16,0.79,0.6,1.2,0.69,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.68,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,12/10/2017,0.7,1.16,0.79,0.6,1.2,0.68,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.67,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,13/10/2017,0.78,1.16,0.79,0.6,1.2,0.69,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.67,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,14/10/2017,0.74,1.16,0.79,0.6,1.2,0.7,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.67,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,15/10/2017,0.7,1.16,0.79,0.6,1.2,0.68,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.67,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,16/10/2017,0.68,1.16,0.79,0.6,1.2,0.67,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.66,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,17/10/2017,0.66,1.16,0.79,0.6,1.2,0.65,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.65,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,18/10/2017,0.66,1.16,0.79,0.6,1.2,0.65,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.64,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,19/10/2017,0.9,1.16,0.79,0.6,1.2,0.67,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.62,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,20/10/2017,0.62,1.16,0.79,0.6,1.2,0.61,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.6,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,21/10/2017,0.6,1.16,0.79,0.6,1.2,0.6,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.6,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,22/10/2017,1.16,1.16,0.79,0.6,1.2,0.74,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.6,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,23/10/2017,0.82,1.16,0.79,0.6,1.2,0.71,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.68,0.77,0.68,0.6,0.75
2622400401,CALI - BOCATOMA,1056592.88,873178.34,CALI,CVC,1.074.425,LIMNIGRAFICA,CALI,H' m' Nivel de Mira,NIVEL DE MIRA,LIMNIMETRO,24/10/2017,0.95,1.16,0.79,0.6,1.2,0.85,1.16,22,0.6,20,0.71,1.2,0.73,0.56,0.77,0.77,0.68,0.6,0.75
